Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare,Farm_Area(acres),Fertilizer_Used(tons),Pesticide_Used(kg),Water_Usage(cubic meters)
West,Loam,Cotton,522.7952251069098,17.47151244578938,Sunny,111,3.3174289629729854,387.78,6.245,2.84,57761.24
West,Sandy,Barley,199.36464283478463,24.5571772523994,Rainy,63,3.463579133002953,59.535,2.9,1.835,58807.185
North,Sandy,Soybean,487.8980900831828,27.78495167550274,Cloudy,148,3.609707344275036,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Silt,Rice,241.58198455088768,16.69541981964199,Sunny,85,3.444561225545727,464.6,5.18,0.91,9392.38
West,Peaty,Maize,341.27478161629426,31.109092283223287,Sunny,117,3.331629635043747,389.37,0.57,4.93,60202.14
West,Loam,Maize,543.9840681002192,21.511147814238463,Cloudy,148,3.4240376722171715,128.23,4.91,0.77,18660.03
West,Clay,Wheat,386.8818115565432,35.91421666616287,Sunny,72,3.191970482766324,210.88500000000002,6.105,2.235,44398.345
West,Silt,Soybean,458.20725972804416,15.000293382025532,Rainy,86,3.4527177429199143,266.03,8.57,1.35,43610.21
South,Clay,Rice,141.04725678289927,21.94659557161224,Sunny,78,3.4267436614579534,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
East,Silt,Soybean,364.7310006169164,35.38815562905943,Cloudy,94,3.1868935019974947,266.03,8.57,1.35,43610.21
South,Silt,Rice,316.7059983615587,34.9569112165849,Rainy,79,3.4473784576676647,464.6,5.18,0.91,9392.38
West,Loam,Wheat,175.49191416882968,26.07418869703349,Cloudy,102,3.5488557811970294,162.28,5.85,2.42,65838.4
South,Silt,Wheat,415.597049291722,34.25062660580288,Rainy,149,3.654031607117248,288.52,1.79,4.78,23208.04
North,Silt,Rice,111.6810784282234,26.78207603480552,Sunny,99,3.4963436714059863,464.6,5.18,0.91,9392.38
North,Clay,Barley,310.2098173731146,24.95401747688136,Cloudy,130,3.418068341521862,299.265,4.095,0.75,41989.11
North,Peaty,Maize,435.7089373520775,34.64484669677978,Rainy,99,3.378006784956014,389.37,0.57,4.93,60202.14
North,Sandy,Cotton,596.1027283033159,20.511074666145333,Sunny,88,3.430679703001541,122.805,2.1,2.18,53381.215
West,Silt,Wheat,369.011661762832,23.73284778527316,Rainy,134,3.30145009757764,288.52,1.79,4.78,23208.04
South,Sandy,Maize,400.1855624840916,15.312611213768989,Rainy,123,3.303021580207062,460.93,1.09,1.31,54314.28
East,Loam,Wheat,290.761030708132,21.16485136589096,Sunny,125,3.622533535212794,162.28,5.85,2.42,65838.4
North,Sandy,Soybean,177.22437331848943,32.99744488652172,Cloudy,99,3.4881779201450533,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Loam,Soybean,329.7534580882706,35.44810921272299,Rainy,79,3.352664047449222,156.1,1.18,4.43,73646.55
North,Sandy,Cotton,301.3590897018378,33.38901331391102,Sunny,62,3.485450908236446,122.805,2.1,2.18,53381.215
East,Loam,Barley,244.83891581738345,34.64573015499326,Rainy,140,3.334279754074892,446.76,7.79,0.96,93656.06
North,Sandy,Maize,536.92120040637,36.61135393303093,Sunny,129,3.3834172856034104,460.93,1.09,1.31,54314.28
South,Clay,Barley,257.3377836827008,39.068998233129285,Sunny,118,3.33159629201833,299.265,4.095,0.75,41989.11
North,Sandy,Barley,272.80274111062954,24.28839547134909,Sunny,131,3.2479026749686444,59.535,2.9,1.835,58807.185
West,Clay,Cotton,672.5355237670976,30.940540052962355,Cloudy,62,3.606487495288136,324.21,5.47,2.86,49551.67333333334
South,Sandy,Maize,356.3608243727713,33.2163350397951,Cloudy,114,3.142334832149309,460.93,1.09,1.31,54314.28
East,Silt,Wheat,415.79861993713337,35.8605784924388,Cloudy,116,3.675712540278941,288.52,1.79,4.78,23208.04
North,Clay,Wheat,134.48232144045863,39.476367332494185,Sunny,74,3.637459438488421,210.88500000000002,6.105,2.235,44398.345
North,Silt,Rice,360.9707597582616,24.829599890340763,Sunny,116,3.608602896885353,464.6,5.18,0.91,9392.38
West,Loam,Barley,672.8717687397695,33.92041045860476,Cloudy,110,3.221983912084212,446.76,7.79,0.96,93656.06
North,Loam,Cotton,274.8801312941101,24.471810893094904,Sunny,117,3.6456601485704736,387.78,6.245,2.84,57761.24
North,Silt,Barley,436.15934801525424,35.83854127001715,Sunny,113,3.639200775947872,253.43,6.2,3.375,39956.880000000005
East,Sandy,Rice,152.39774193807312,32.23638136497469,Cloudy,108,3.22470437242443,308.40500000000003,4.595,4.220000000000001,78580.925
East,Loam,Soybean,225.8158397785772,33.77204145969367,Rainy,103,3.240608864031999,156.1,1.18,4.43,73646.55
North,Sandy,Maize,371.0816944034708,38.29397316356933,Cloudy,132,3.5942996781880585,460.93,1.09,1.31,54314.28
South,Clay,Wheat,156.80956101017517,31.18974394683457,Rainy,99,3.346644966145766,210.88500000000002,6.105,2.235,44398.345
South,Sandy,Cotton,246.60826090988783,17.653366974385563,Rainy,148,3.2785014139379376,122.805,2.1,2.18,53381.215
West,Clay,Cotton,233.0946447493669,25.383404905545436,Sunny,141,3.246906514648446,324.21,5.47,2.86,49551.67333333334
East,Peaty,Maize,156.3943824526433,22.320661130391237,Sunny,100,3.499810427665337,389.37,0.57,4.93,60202.14
North,Silt,Rice,136.1227078068111,30.662148845425754,Cloudy,81,3.372214435003745,464.6,5.18,0.91,9392.38
North,Sandy,Maize,275.3985339231378,37.39186207603245,Rainy,86,3.660215770280164,460.93,1.09,1.31,54314.28
East,Clay,Wheat,414.7907274493514,25.99456834120636,Cloudy,120,3.233132779442986,210.88500000000002,6.105,2.235,44398.345
North,Peaty,Maize,213.1291637410069,15.52554146558958,Cloudy,77,3.4300314034847856,389.37,0.57,4.93,60202.14
East,Clay,Wheat,101.94250007389924,25.595167651350817,Rainy,136,3.654477125198167,210.88500000000002,6.105,2.235,44398.345
West,Peaty,Maize,136.3903619218079,28.920163637986352,Sunny,65,3.263102930833658,389.37,0.57,4.93,60202.14
South,Loam,Soybean,384.1422762604213,15.235939297163974,Sunny,143,3.464287354876247,156.1,1.18,4.43,73646.55
East,Clay,Wheat,309.6418092363677,37.17034911645395,Cloudy,93,3.227854501350958,210.88500000000002,6.105,2.235,44398.345
East,Loam,Soybean,375.2599881422522,25.45896092105752,Cloudy,118,3.50217152946608,156.1,1.18,4.43,73646.55
North,Loam,Wheat,413.2324297745065,35.605046975614655,Rainy,111,3.2996530314924786,162.28,5.85,2.42,65838.4
South,Sandy,Maize,426.84334176082587,31.912829175253695,Rainy,143,3.388432249408854,460.93,1.09,1.31,54314.28
West,Sandy,Cotton,496.743569067763,37.04239267177167,Cloudy,147,3.3612831407669024,122.805,2.1,2.18,53381.215
North,Clay,Cotton,573.1793906050971,25.77470475067444,Sunny,110,3.5405078174868105,324.21,5.47,2.86,49551.67333333334
West,Silt,Rice,323.05366808591543,17.54134051952364,Rainy,88,3.31107126469662,464.6,5.18,0.91,9392.38
South,Loam,Maize,284.3167697313784,35.30685531008852,Rainy,118,3.5170495564178617,128.23,4.91,0.77,18660.03
South,Silt,Barley,145.5873525519856,38.111209680998186,Cloudy,100,3.5777015857959653,253.43,6.2,3.375,39956.880000000005
North,Loam,Soybean,270.76217667306906,21.26574399251191,Cloudy,134,3.6693916714109176,156.1,1.18,4.43,73646.55
West,Sandy,Barley,291.9372600099731,27.179335289599173,Cloudy,149,3.222121596829868,59.535,2.9,1.835,58807.185
West,Clay,Wheat,191.89623541780867,15.36699574782405,Cloudy,108,3.596502242649762,210.88500000000002,6.105,2.235,44398.345
North,Clay,Cotton,512.9667717704929,33.36882612405122,Rainy,65,3.574708194522783,324.21,5.47,2.86,49551.67333333334
South,Loam,Maize,194.48998206556664,22.216145673609883,Sunny,112,3.436818532847028,128.23,4.91,0.77,18660.03
North,Clay,Cotton,496.0371959779946,39.7776373574343,Cloudy,94,3.560138885006617,324.21,5.47,2.86,49551.67333333334
West,Sandy,Barley,333.7423868082759,27.5886924016351,Rainy,102,3.5555546677278285,59.535,2.9,1.835,58807.185
North,Loam,Maize,532.2352528962118,23.19784260857194,Cloudy,61,3.361254247481648,128.23,4.91,0.77,18660.03
East,Sandy,Maize,296.15398500033984,19.204034592675196,Sunny,98,3.213107373698594,460.93,1.09,1.31,54314.28
West,Loam,Barley,528.5452856925929,21.74736155638423,Rainy,102,3.501133983548059,446.76,7.79,0.96,93656.06
West,Clay,Cotton,199.64413332554025,21.091668547482687,Sunny,77,3.3117407241666443,324.21,5.47,2.86,49551.67333333334
North,Clay,Rice,330.8541368139523,15.318638505334937,Sunny,110,3.5921821873208124,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Loam,Wheat,470.9806281750626,15.037335504176728,Cloudy,137,3.378155346225946,162.28,5.85,2.42,65838.4
West,Silt,Barley,617.7774078341419,15.78754608792294,Cloudy,112,3.5027907957558253,253.43,6.2,3.375,39956.880000000005
East,Loam,Soybean,338.320380363632,21.383462584785494,Rainy,131,3.628318204213332,156.1,1.18,4.43,73646.55
East,Silt,Barley,624.5412218028436,19.18808154065014,Cloudy,120,3.3702118262257943,253.43,6.2,3.375,39956.880000000005
East,Silt,Rice,450.0407258971718,17.271491598189563,Rainy,102,3.443549981623048,464.6,5.18,0.91,9392.38
East,Silt,Soybean,437.5619869653384,23.782176696164463,Cloudy,127,3.291720479979903,266.03,8.57,1.35,43610.21
North,Loam,Barley,378.5205299225504,33.567041204841615,Rainy,68,3.491386375830724,446.76,7.79,0.96,93656.06
South,Sandy,Barley,285.2547749065971,22.375879721587054,Rainy,63,3.4390408129410126,59.535,2.9,1.835,58807.185
West,Sandy,Maize,437.46715892907946,36.5687502780364,Rainy,76,3.317235126877031,460.93,1.09,1.31,54314.28
East,Loam,Soybean,579.8638267605015,20.485072769011797,Cloudy,60,3.546059670868654,156.1,1.18,4.43,73646.55
South,Loam,Wheat,343.8121018040364,15.733480004236148,Rainy,70,3.4011622183967347,162.28,5.85,2.42,65838.4
West,Sandy,Maize,332.7700156513118,29.41508613024597,Cloudy,68,3.497296338198711,460.93,1.09,1.31,54314.28
East,Sandy,Soybean,608.4738896862491,39.31059047697066,Cloudy,60,3.4667266404869186,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Silt,Barley,301.4661781733292,27.16708501699118,Sunny,84,3.430805989673213,253.43,6.2,3.375,39956.880000000005
North,Silt,Barley,528.2133041160105,37.86701510614449,Sunny,100,3.276760337887872,253.43,6.2,3.375,39956.880000000005
South,Clay,Rice,135.8846248061373,15.979295084205752,Sunny,65,3.3915146061371626,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
North,Peaty,Maize,109.71408025766112,26.13834869045505,Sunny,95,3.3694968894725337,389.37,0.57,4.93,60202.14
West,Clay,Wheat,428.8108786160896,25.432839267741358,Rainy,108,3.677392479365845,210.88500000000002,6.105,2.235,44398.345
North,Clay,Wheat,528.381787261192,31.613221993022652,Cloudy,78,3.295796954800452,210.88500000000002,6.105,2.235,44398.345
South,Silt,Rice,283.5964261542266,23.319370023468775,Sunny,99,3.5716035093215672,464.6,5.18,0.91,9392.38
North,Sandy,Cotton,267.8233629912821,20.09649066287048,Rainy,61,3.408026143730274,122.805,2.1,2.18,53381.215
South,Sandy,Soybean,248.14594699496325,20.555176140342056,Cloudy,145,3.3882094476527627,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Sandy,Cotton,502.7405238660188,33.78185170842498,Cloudy,80,3.592976808122687,122.805,2.1,2.18,53381.215
East,Sandy,Rice,606.8901035723107,37.314214455671134,Sunny,128,3.3921667462190777,308.40500000000003,4.595,4.220000000000001,78580.925
West,Silt,Barley,493.0619991221467,32.41055460762684,Sunny,117,3.301221295741567,253.43,6.2,3.375,39956.880000000005
West,Silt,Rice,161.50107372475242,19.09153917779228,Sunny,118,3.497529705139662,464.6,5.18,0.91,9392.38
South,Sandy,Soybean,376.9168115225059,19.05167356952373,Rainy,141,3.5351822136253537,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Sandy,Cotton,438.35169589106266,31.979523434178954,Rainy,93,3.353621633406875,122.805,2.1,2.18,53381.215
East,Loam,Barley,586.7613312262437,20.1110007743669,Sunny,115,3.451236846483607,446.76,7.79,0.96,93656.06
South,Loam,Cotton,397.34080283778087,36.183018998856255,Rainy,129,3.3870031859989798,387.78,6.245,2.84,57761.24
North,Loam,Cotton,560.6816961812767,32.48362282945223,Rainy,149,3.571488876524936,387.78,6.245,2.84,57761.24
West,Loam,Maize,510.6790006910812,35.525116152007314,Sunny,119,3.568588587978292,128.23,4.91,0.77,18660.03
North,Sandy,Soybean,165.29529818347012,23.18541720210881,Sunny,118,3.157362439918088,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Clay,Rice,249.62572798629463,36.08433136777944,Cloudy,73,3.27835940623842,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
South,Sandy,Maize,651.0786866042052,32.09869994598097,Cloudy,107,3.435169580869057,460.93,1.09,1.31,54314.28
South,Clay,Rice,263.2202204631595,37.497488185544185,Cloudy,140,3.269774137353932,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
East,Silt,Wheat,285.01245905968085,38.30475972674313,Sunny,126,3.531302729943233,288.52,1.79,4.78,23208.04
South,Clay,Cotton,300.58905356207595,34.86814319654129,Sunny,61,3.142835787026338,324.21,5.47,2.86,49551.67333333334
South,Loam,Wheat,315.6737256573149,34.109331729911005,Cloudy,82,3.4063591233389925,162.28,5.85,2.42,65838.4
South,Clay,Cotton,109.43160885802654,21.85197557270868,Rainy,86,3.671362418504188,324.21,5.47,2.86,49551.67333333334
South,Sandy,Soybean,243.9647947655416,21.416654326731024,Cloudy,114,3.159752234510022,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Peaty,Maize,423.6298004899116,38.564193764039366,Rainy,89,3.630479513890352,389.37,0.57,4.93,60202.14
East,Silt,Wheat,299.0017362147405,37.30798506768557,Sunny,141,3.3888296806777505,288.52,1.79,4.78,23208.04
East,Silt,Barley,270.0833813188858,29.856480183457883,Rainy,92,3.59984214120463,253.43,6.2,3.375,39956.880000000005
North,Silt,Barley,348.4554168862581,28.6621723003554,Cloudy,133,3.583161959399778,253.43,6.2,3.375,39956.880000000005
North,Sandy,Cotton,563.4915783625144,33.5683461916868,Cloudy,100,3.2249424131363016,122.805,2.1,2.18,53381.215
South,Clay,Cotton,568.9184491706299,20.48467260689689,Cloudy,149,3.6073910735570633,324.21,5.47,2.86,49551.67333333334
West,Peaty,Maize,498.1391770172683,19.557811547845468,Sunny,110,3.4672706413410666,389.37,0.57,4.93,60202.14
West,Peaty,Maize,400.9440174639751,20.4255642941907,Cloudy,107,3.4507594695116226,389.37,0.57,4.93,60202.14
East,Sandy,Soybean,137.77486326815833,39.31981793203765,Rainy,133,3.2655460345984424,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Sandy,Maize,418.9008223303165,34.14046081806435,Cloudy,61,3.599129490001153,460.93,1.09,1.31,54314.28
South,Silt,Soybean,277.707161479244,32.74796259745448,Rainy,74,3.493962704548599,266.03,8.57,1.35,43610.21
South,Sandy,Rice,287.6045661048518,34.234444295964416,Cloudy,143,3.2423592499630285,308.40500000000003,4.595,4.220000000000001,78580.925
North,Sandy,Cotton,318.9983369698176,27.536039530270514,Rainy,108,3.486167576312308,122.805,2.1,2.18,53381.215
West,Loam,Soybean,283.23948218826695,24.257325045868686,Cloudy,103,3.476693176431428,156.1,1.18,4.43,73646.55
West,Silt,Wheat,635.183664316609,30.812869745381768,Rainy,99,3.5440938379920053,288.52,1.79,4.78,23208.04
North,Sandy,Barley,639.9289753673448,27.459027879041827,Cloudy,115,3.232599829157554,59.535,2.9,1.835,58807.185
East,Silt,Soybean,591.1017994137951,18.315487298317898,Sunny,144,3.277126212277394,266.03,8.57,1.35,43610.21
South,Loam,Soybean,236.5752813005267,36.59775888955598,Cloudy,120,3.2014094027223265,156.1,1.18,4.43,73646.55
South,Sandy,Rice,612.1730232876905,37.74492424930765,Cloudy,122,3.345237384985918,308.40500000000003,4.595,4.220000000000001,78580.925
North,Clay,Cotton,384.3492196748152,23.35453748168407,Cloudy,64,3.3369360416774256,324.21,5.47,2.86,49551.67333333334
South,Clay,Cotton,187.13743569153127,19.2595360720915,Cloudy,126,3.567437329250796,324.21,5.47,2.86,49551.67333333334
North,Sandy,Maize,230.2170153507657,27.181101135885864,Rainy,80,3.333003401253958,460.93,1.09,1.31,54314.28
North,Loam,Cotton,351.19403020462585,26.306143115235244,Cloudy,116,3.3108082470734908,387.78,6.245,2.84,57761.24
South,Sandy,Maize,137.45292893553594,38.11994289123673,Cloudy,106,3.4522479101575185,460.93,1.09,1.31,54314.28
South,Sandy,Cotton,131.5117611050239,33.15150334463325,Cloudy,89,3.2144004298983035,122.805,2.1,2.18,53381.215
South,Loam,Barley,220.0236801969147,20.457482858191327,Cloudy,127,3.5342238219877986,446.76,7.79,0.96,93656.06
East,Peaty,Maize,401.8551299662905,32.98661006237873,Cloudy,63,3.2634013782980738,389.37,0.57,4.93,60202.14
East,Peaty,Maize,302.0269513155606,24.774260911938505,Sunny,124,3.2379676525800027,389.37,0.57,4.93,60202.14
West,Sandy,Maize,290.63582959065513,26.041289875394963,Rainy,75,3.461113015490895,460.93,1.09,1.31,54314.28
South,Sandy,Cotton,158.8840742854891,39.26967721841269,Rainy,102,3.4034756728536317,122.805,2.1,2.18,53381.215
South,Clay,Rice,545.1105326594936,27.171745600468952,Rainy,63,3.591131029746196,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
East,Loam,Barley,291.0368798963126,29.31549898858756,Rainy,69,3.572789283892717,446.76,7.79,0.96,93656.06
East,Loam,Soybean,310.2323054986758,22.74398611262988,Sunny,130,3.496702948952481,156.1,1.18,4.43,73646.55
South,Peaty,Maize,492.4757771712988,16.9910678975772,Sunny,141,3.3419459121714303,389.37,0.57,4.93,60202.14
West,Sandy,Barley,245.8340337861923,26.70351159075279,Rainy,60,3.171616355183801,59.535,2.9,1.835,58807.185
South,Loam,Maize,193.5492869454912,34.15590265662834,Rainy,115,3.213039619301437,128.23,4.91,0.77,18660.03
South,Clay,Wheat,389.22446052649633,16.23334868883842,Sunny,75,3.663759399850646,210.88500000000002,6.105,2.235,44398.345
South,Loam,Barley,245.23197290675927,20.242354117420643,Rainy,98,3.586928576007128,446.76,7.79,0.96,93656.06
South,Silt,Rice,388.2417040833892,20.30809892541809,Rainy,103,3.144683084704432,464.6,5.18,0.91,9392.38
West,Loam,Barley,480.96763809183335,17.431608796710698,Rainy,129,3.626447106750691,446.76,7.79,0.96,93656.06
West,Sandy,Maize,541.0394655724349,34.05897441616145,Sunny,111,3.6436788449787874,460.93,1.09,1.31,54314.28
South,Silt,Barley,130.32542028345617,37.135496667611584,Sunny,117,3.467796283031305,253.43,6.2,3.375,39956.880000000005
South,Silt,Wheat,520.7181340157981,20.40904522481216,Cloudy,142,3.581289200579412,288.52,1.79,4.78,23208.04
East,Silt,Barley,429.8762147570321,18.82756121551417,Sunny,134,3.3303814366174227,253.43,6.2,3.375,39956.880000000005
East,Sandy,Barley,118.97480274519262,15.8671767150437,Cloudy,117,3.6207754830785306,59.535,2.9,1.835,58807.185
North,Clay,Wheat,410.4088785540054,28.69508828046947,Rainy,122,3.5068022264257905,210.88500000000002,6.105,2.235,44398.345
East,Sandy,Barley,383.297133570449,24.05588823442787,Rainy,127,3.256115283863509,59.535,2.9,1.835,58807.185
West,Loam,Wheat,670.0885833927972,18.7888629647343,Rainy,75,3.3203832161280733,162.28,5.85,2.42,65838.4
West,Sandy,Maize,591.9882763535396,15.89029431380833,Cloudy,124,3.168554018605928,460.93,1.09,1.31,54314.28
East,Clay,Cotton,303.28166542143936,16.403115995400032,Sunny,81,3.5279181930011445,324.21,5.47,2.86,49551.67333333334
East,Sandy,Cotton,205.9074744945137,23.672903688838257,Rainy,122,3.38790594688592,122.805,2.1,2.18,53381.215
